demo_indx,prefix_type,layer_indx,head_indx,cfs_lab_same,cfs_lab,cfs_prec_lab_same,cfs_prec_lab,cfs_lab_ratio,cfs_prec_lab_ratio,cfs_lab_prime,cfs_prec_lab_prime
3,1,16,6,0.025263125,0.07583369,0.0048541655,0.012282976,0.34194076,0.3816384,-2.2159755e-05,0.0011397607
3,1,16,7,0.06799976,0.12841448,0.00551748,0.009304008,0.43979773,0.46415886,0.037792396,0.0036242153
3,1,16,8,0.003396019,0.009774615,0.01784035,0.04460933,0.3444408,0.36247113,0.00020672087,0.00445586
3,1,16,9,0.1316892,0.398406,0.018612988,0.04180888,0.34436074,0.40231475,-0.0016691965,0.00701504
3,1,16,10,0.013859163,0.03963187,0.005959058,0.016323294,0.33804807,0.33978087,0.0009728092,0.00077694084
3,1,16,11,0.068797395,0.2012636,0.016566275,0.036471296,0.33673555,0.3879879,0.0025642791,0.0066137635
3,1,16,12,0.012120256,0.059289087,0.0030358245,0.0065478073,0.3063231,0.4405985,-0.011464158,0.001279833
3,1,16,13,0.008131493,0.02316591,0.014841068,0.041304387,0.349585,0.34177974,0.0006142849,0.0016094082
3,1,16,14,0.13814375,0.3726051,0.008287196,0.02318248,0.35384628,0.36098805,0.02091309,0.0008395547
3,1,16,15,0.0014325933,0.005415266,0.0016937357,0.0039746007,0.32157186,0.37166172,-0.0005587429,0.0005533033
3,1,17,0,0.025593724,0.07343158,0.03734632,0.09427517,0.34622198,0.3586214,0.001674796,0.008881893
3,1,17,1,0.040563386,0.11221306,0.0046761907,0.011835516,0.36040404,0.38065448,0.0047385497,0.0010965281
3,1,17,2,0.02359942,0.067134775,0.0015427473,0.0039615883,0.3365019,0.34665096,0.0018317442,0.00033332675
3,1,17,3,0.0074628354,0.024301229,0.00227907,0.005882565,0.3182789,0.36643144,-0.00095636165,0.00047732235
3,1,17,4,0.0012527993,0.0038213353,0.002067274,0.00569392,0.33840334,0.33656174,-3.1468724e-05,0.00025395074
3,1,17,5,0.018844856,0.057967197,0.018902455,0.05435815,0.33105204,0.33922052,-0.0007163148,0.0011746048
3,1,17,6,0.0047848555,0.014022274,0.00824373,0.024524111,0.3342805,0.3318492,0.00016614595,0.00010354049
3,1,17,7,0.003365905,0.010627782,0.0050183022,0.014771601,0.33508205,0.33017316,-0.00026503345,0.00014165303
3,1,17,8,0.020599259,0.10632293,0.035102002,0.07192806,0.27198136,0.41239354,-0.022262577,0.016688975
3,1,17,9,0.012746701,0.036252752,0.0054511386,0.01253652,0.3497381,0.3969156,0.0009936775,0.001908448
3,1,17,10,0.0047624507,0.013093974,0.004929706,0.010514588,0.35042033,0.3861399,0.00059668906,0.002137265
3,1,17,11,0.0042988993,0.012781755,0.007837086,0.022160402,0.3358417,0.33258468,5.7470806e-05,0.00067542784
3,1,17,12,0.0046460275,0.014229407,0.007616891,0.017375108,0.3271006,0.37381953,-0.00014566169,0.0027377822
3,1,17,13,0.07133882,0.2995,0.036807716,0.06846493,0.29811534,0.42978197,-0.042741768,0.02097911
3,1,17,14,0.0065621855,0.019983305,0.017125018,0.04499309,0.34512153,0.35046184,-0.0001483743,0.00319098
3,1,17,15,0.0041559413,0.012188704,0.021320185,0.058168348,0.3453228,0.3437259,0.00013956061,0.002896105
3,1,18,0,0.03330402,0.10225245,0.01738473,0.048081588,0.32624578,0.3493996,-0.0011701974,0.0020363
3,1,18,1,0.0069501684,0.021750864,0.004586948,0.012383518,0.33370262,0.35124388,-0.0004501786,0.00068866316
3,1,18,2,0.016108815,0.047739774,0.0039458293,0.008095986,0.34323004,0.40566376,0.00029333567,0.0018707503
3,1,18,3,0.056363225,0.15801229,0.027637346,0.07343416,0.36210358,0.36434656,0.005538694,0.0047389395
3,1,18,4,0.009799305,0.027672114,0.005287153,0.0128712645,0.35706976,0.36942124,0.0008629014,0.001495098
3,1,18,5,0.073227145,0.21727347,0.0007296963,0.001729298,0.3395946,0.38193017,0.001203978,0.0002298954
3,1,18,6,0.007548649,0.023758704,0.0048490963,0.013595354,0.33491817,0.3372788,-0.0005563781,0.0004759675
3,1,18,7,0.0026732013,0.0082547,0.007462701,0.021954328,0.33536014,0.33634514,-0.00011754826,0.00021688729
3,1,18,8,0.012685712,0.041047435,0.020687245,0.052370127,0.3241451,0.35972297,-0.0014951492,0.0048458017
3,1,18,9,0.026491871,0.08203788,0.12954032,0.33746663,0.32942685,0.3493622,-0.0012811351,0.025577199
3,1,18,10,0.0024451597,0.007525066,0.026091728,0.071370244,0.34437734,0.360881,-9.479335e-05,0.0034524698
3,1,18,11,0.009454109,0.027276045,0.014543667,0.040415507,0.33615282,0.33480337,0.00054314145,0.0016077468
