layer,p
0,0.071428575
1,0.15100001
2,0.16100001
3,0.17600001
4,0.25100002
5,0.20500001
6,0.216
7,0.22100002
8,0.256
9,0.28300002
10,0.4
11,0.38900003
12,0.42800003
13,0.49400002
14,0.65400004
15,0.66
16,0.73300004
17,0.47000003
18,0.53400004
19,0.45700002
20,0.53800005
21,0.565
22,0.609
23,0.541
24,0.52500004
25,0.528
26,0.50200003
27,0.54200006
28,0.56
