layer,p
0,0.071428575
1,0.20600002
2,0.252
3,0.246
4,0.402
5,0.36
6,0.24400002
7,0.26700002
8,0.26700002
9,0.202
10,0.256
11,0.172
12,0.3
13,0.23500001
14,0.37
15,0.347
16,0.632
17,0.64400005
18,0.62200004
19,0.48000002
20,0.66200006
21,0.68
22,0.67800003
23,0.646
24,0.634
25,0.619
26,0.606
27,0.628
28,0.646
