layer,p
0,0.5
1,0.483
2,0.46100003
3,0.48100004
4,0.499
5,0.485
6,0.48700002
7,0.51100004
8,0.523
9,0.507
10,0.527
11,0.531
12,0.563
13,0.555
14,0.583
15,0.58100003
16,0.60700005
17,0.54700005
18,0.549
19,0.527
20,0.53300005
21,0.541
22,0.54700005
23,0.54700005
24,0.541
25,0.53900003
26,0.541
27,0.52900004
28,0.52500004
