layer,p
0,0.25
1,0.30400002
2,0.34100002
3,0.349
4,0.469
5,0.416
6,0.43300003
7,0.41300002
8,0.40600002
9,0.38200003
10,0.439
11,0.48900002
12,0.56600004
13,0.56600004
14,0.62
15,0.61300004
16,0.669
17,0.61600006
18,0.583
19,0.53000003
20,0.59400004
21,0.615
22,0.60800004
23,0.582
24,0.568
25,0.48900002
26,0.46500003
27,0.45800003
28,0.549
