layer,p
0,0.5
1,0.521
2,0.483
3,0.521
4,0.509
5,0.47900003
6,0.48700002
7,0.44900003
8,0.49500003
9,0.47900003
10,0.44300002
11,0.42700002
12,0.41500002
13,0.409
14,0.36900002
15,0.374
16,0.37950003
17,0.3445
18,0.335
19,0.33150002
20,0.32950002
21,0.36350003
22,0.321
23,0.30900002
24,0.30900002
25,0.29500002
26,0.303
27,0.29500002
28,0.30900002
