layer,p
0,0.5
1,0.49100003
2,0.45900002
3,0.507
4,0.483
5,0.46100003
6,0.47300002
7,0.47900003
8,0.497
9,0.47700003
10,0.47100002
11,0.521
12,0.51500005
13,0.559
14,0.559
15,0.56700003
16,0.565
17,0.545
18,0.545
19,0.54700005
20,0.55300003
21,0.55700004
22,0.56100005
23,0.555
24,0.559
25,0.565
26,0.565
27,0.563
28,0.551
