layer,p
0,0.5
1,0.48600003
2,0.46
3,0.45800003
4,0.446
5,0.42800003
6,0.39800003
7,0.42600003
8,0.45400003
9,0.48600003
10,0.48000002
11,0.504
12,0.51600003
13,0.53400004
14,0.54200006
15,0.532
16,0.514
17,0.528
18,0.532
19,0.526
20,0.512
21,0.518
22,0.52000004
23,0.514
24,0.522
25,0.512
26,0.50600004
27,0.518
28,0.518
