layer,p
0,0.25
1,0.33600003
2,0.34500003
3,0.36200002
4,0.45700002
5,0.404
6,0.42200002
7,0.40800002
8,0.39600003
9,0.358
10,0.42600003
11,0.492
12,0.596
13,0.596
14,0.665
15,0.666
16,0.72200006
17,0.716
18,0.694
19,0.65500003
20,0.70100003
21,0.71300006
22,0.697
23,0.68200004
24,0.68100005
25,0.64500004
26,0.638
27,0.632
28,0.67
