layer,p
0,0.3333334
1,0.41500002
2,0.3786667
3,0.34133336
4,0.40033334
5,0.37500003
6,0.397
7,0.402
8,0.33833334
9,0.39333338
10,0.49333334
11,0.38933334
12,0.58400005
13,0.6386666
14,0.72200006
15,0.70133334
16,0.77533334
17,0.7106667
18,0.71566665
19,0.6953334
20,0.63666666
21,0.6383334
22,0.63666666
23,0.6293334
24,0.601
25,0.61633337
26,0.605
27,0.5683334
28,0.54966664
