layer,p
0,0.3333334
1,0.374
2,0.3516667
3,0.35933337
4,0.37100002
5,0.30766666
6,0.303
7,0.28833333
8,0.29733336
9,0.32466668
10,0.42233336
11,0.42900002
12,0.46300003
13,0.48433337
14,0.527
15,0.505
16,0.5026667
17,0.509
18,0.48833337
19,0.47833335
20,0.47266668
21,0.47533333
22,0.492
23,0.46466666
24,0.46566668
25,0.44700003
26,0.47100002
27,0.46500003
28,0.46133336
