layer,p
0,0.5
1,0.48900002
2,0.48100004
3,0.51100004
4,0.42100003
5,0.43300003
6,0.441
7,0.44300002
8,0.455
9,0.42900002
10,0.437
11,0.469
12,0.47500002
13,0.499
14,0.523
15,0.51100004
16,0.531
17,0.51500005
18,0.507
19,0.513
20,0.521
21,0.52500004
22,0.513
23,0.52900004
24,0.513
25,0.523
26,0.521
27,0.51500005
28,0.51100004
