layer,p
0,0.342
1,0.32200003
2,0.32200003
3,0.324
4,0.317
5,0.324
6,0.30200002
7,0.33100003
8,0.342
9,0.31100002
10,0.31
11,0.31
12,0.33100003
13,0.305
14,0.321
15,0.32000002
16,0.321
17,0.32200003
18,0.32200003
19,0.32700002
20,0.32700002
21,0.32700002
22,0.32500002
23,0.324
24,0.321
25,0.321
26,0.321
27,0.321
28,0.321
