layer,p
0,0.49300003
1,0.507
2,0.48100004
3,0.49300003
4,0.507
5,0.508
6,0.49400002
7,0.49300003
8,0.517
9,0.49800003
10,0.504
11,0.513
12,0.521
13,0.57000005
14,0.52000004
15,0.563
16,0.58900005
17,0.541
18,0.531
19,0.54800004
20,0.582
21,0.57600003
22,0.517
23,0.56200004
24,0.569
25,0.577
26,0.56100005
27,0.523
28,0.55300003
