layer,p
0,0.314
1,0.32700002
2,0.32700002
3,0.326
4,0.323
5,0.32500002
6,0.323
7,0.32200003
8,0.319
9,0.32500002
10,0.367
11,0.38500002
12,0.40600002
13,0.45200002
14,0.40100002
15,0.38900003
16,0.42000002
17,0.37800002
18,0.34800002
19,0.36600003
20,0.35300002
21,0.35900003
22,0.36800003
23,0.351
24,0.34600002
25,0.333
26,0.351
27,0.342
28,0.33800003
