layer,p
0,0.52500004
1,0.52500004
2,0.52500004
3,0.52500004
4,0.52500004
5,0.52500004
6,0.52500004
7,0.52500004
8,0.52500004
9,0.52500004
10,0.52500004
11,0.52500004
12,0.52500004
13,0.52500004
14,0.52500004
15,0.52500004
16,0.52500004
17,0.52400005
18,0.52400005
19,0.52900004
20,0.47500002
21,0.476
22,0.47500002
23,0.49100003
24,0.572
25,0.531
26,0.523
27,0.549
28,0.505
