layer,p
0,0.34300002
1,0.34800002
2,0.36100003
3,0.34300002
4,0.4
5,0.35000002
6,0.384
7,0.432
8,0.47300002
9,0.45400003
10,0.38700002
11,0.72200006
12,0.85800004
13,0.836
14,0.734
15,0.67700005
16,0.87100005
17,0.372
18,0.27800003
19,0.26000002
20,0.25500003
21,0.314
22,0.29200003
23,0.18800001
24,0.15300001
25,0.125
26,0.120000005
27,0.086
28,0.089
