layer,p
0,0.172
1,0.17500001
2,0.17500001
3,0.17500001
4,0.177
5,0.171
6,0.16000001
7,0.16100001
8,0.178
9,0.24100001
10,0.25500003
11,0.22800002
12,0.20500001
13,0.20600002
14,0.133
15,0.155
16,0.186
17,0.178
18,0.157
19,0.156
20,0.17500001
21,0.177
22,0.15300001
23,0.15300001
24,0.179
25,0.15300001
26,0.186
27,0.20500001
28,0.185
