layer,p
0,0.49300003
1,0.507
2,0.48400003
3,0.49300003
4,0.507
5,0.508
6,0.46300003
7,0.49300003
8,0.514
9,0.48400003
10,0.49600002
11,0.507
12,0.531
13,0.55200005
14,0.503
15,0.54200006
16,0.57500005
17,0.53000003
18,0.508
19,0.526
20,0.52400005
21,0.546
22,0.508
23,0.52500004
24,0.53000003
25,0.53900003
26,0.526
27,0.49800003
28,0.513
