layer,p
0,0.333
1,0.333
2,0.333
3,0.333
4,0.33400002
5,0.333
6,0.33100003
7,0.34100002
8,0.347
9,0.33400002
10,0.34
11,0.33900002
12,0.42200002
13,0.34300002
14,0.33900002
15,0.33900002
16,0.33900002
17,0.33900002
18,0.33900002
19,0.33900002
20,0.33900002
21,0.33900002
22,0.33900002
23,0.33900002
24,0.33900002
25,0.33900002
26,0.34
27,0.34100002
28,0.34300002
