layer,p
0,0.5
1,0.499
2,0.48700002
3,0.52900004
4,0.467
5,0.48700002
6,0.49300003
7,0.497
8,0.485
9,0.467
10,0.48700002
11,0.49500003
12,0.497
13,0.51900005
14,0.52900004
15,0.535
16,0.527
17,0.507
18,0.531
19,0.523
20,0.541
21,0.52500004
22,0.531
23,0.521
24,0.51100004
25,0.523
26,0.523
27,0.51900005
28,0.517
