layer,p
0,0.3333334
1,0.31833333
2,0.3263333
3,0.35733336
4,0.4346667
5,0.36800003
6,0.3766667
7,0.367
8,0.40500003
9,0.42333335
10,0.41033337
11,0.4216667
12,0.34233332
13,0.40166667
14,0.46333334
15,0.41400003
16,0.46233335
17,0.42933333
18,0.45100003
19,0.47733337
20,0.4586667
21,0.45733336
22,0.47633335
23,0.462
24,0.44833335
25,0.4506667
26,0.45533335
27,0.46733338
28,0.46533337
