layer,p
0,0.25
1,0.33200002
2,0.35500002
3,0.35200003
4,0.503
5,0.43800002
6,0.44500002
7,0.395
8,0.395
9,0.37
10,0.425
11,0.49400002
12,0.60300004
13,0.609
14,0.688
15,0.689
16,0.75200003
17,0.73700005
18,0.725
19,0.707
20,0.74
21,0.73800004
22,0.73
23,0.72
24,0.72700006
25,0.69900006
26,0.697
27,0.697
28,0.72400004
