layer,p
0,0.5
1,0.531
2,0.50100005
3,0.49300003
4,0.535
5,0.48900002
6,0.523
7,0.48900002
8,0.513
9,0.51100004
10,0.535
11,0.523
12,0.565
13,0.573
14,0.601
15,0.597
16,0.61300004
17,0.59300005
18,0.58500004
19,0.56700003
20,0.56700003
21,0.58100003
22,0.57900006
23,0.58100003
24,0.57100004
25,0.57100004
26,0.573
27,0.56100005
28,0.577
