layer,p
0,0.071428575
1,0.141
2,0.162
3,0.193
4,0.254
5,0.224
6,0.23600002
7,0.26700002
8,0.323
9,0.314
10,0.48000002
11,0.52900004
12,0.57900006
13,0.675
14,0.799
15,0.799
16,0.846
17,0.744
18,0.78200006
19,0.731
20,0.79600006
21,0.80500007
22,0.836
23,0.822
24,0.814
25,0.81600004
26,0.813
27,0.818
28,0.827
