pic,p
0,0.0
1,0.04699999
2,0.10800001
3,0.13300002
4,0.15400001
5,0.171
6,0.09900004
7,0.15399998
8,0.092999995
9,0.12800002
10,0.12199998
11,0.12199998
12,0.143
13,0.13
14,0.157
15,0.14999998
16,0.153
17,0.19600004
18,0.20300001
19,0.21400005
20,0.213
21,0.162
22,0.19
23,0.24299997
24,0.231
25,0.23900002
26,0.25300002
27,0.272
28,0.26700002
29,0.268
30,0.25600004
31,0.25300002
32,0.282
33,0.255
34,0.23000002
35,0.23800004
36,0.263
37,0.24700004
38,0.27100003
39,0.23500001
