pic,p
0,0.0
1,0.013999999
2,0.029
3,0.008000001
4,0.040000007
5,0.034999996
6,0.052
7,0.046000004
8,0.058000013
9,0.081
10,0.103000015
11,0.09899999
12,0.113000005
13,0.09700002
14,0.141
15,0.146
16,0.17
17,0.17200002
18,0.15500002
19,0.16000003
20,0.17500001
21,0.17800002
22,0.19100001
23,0.18400002
24,0.21100001
25,0.18700002
26,0.222
27,0.199
28,0.254
29,0.286
30,0.26200002
31,0.274
32,0.25800002
33,0.27600002
34,0.305
35,0.293
36,0.298
37,0.33300003
38,0.326
39,0.34100002
