pic,p
0,0.694
1,0.89500004
2,0.9930001
3,1.0080001
4,0.96200013
5,0.9369999
6,1.018
7,1.0690001
8,1.121
9,1.0320001
10,1.096
11,1.167
12,1.095
13,1.0450001
14,1.141
15,1.22
16,1.198
17,1.1760001
18,1.1500001
19,1.267
20,1.2950001
21,1.255
22,1.29
23,1.2700001
24,1.3050001
25,1.2770001
26,1.279
27,1.3600001
28,1.3220001
29,1.386
30,1.394
31,1.366
32,1.401
33,1.5090001
34,1.4460001
35,1.381
36,1.365
37,1.3540001
38,1.3950001
39,1.5310001
