pic,p
0,0.9880001
1,0.8620001
2,0.9180001
3,1.0020001
4,0.979
5,0.915
6,0.9200001
7,1.0770001
8,0.985
9,1.0339999
10,0.98300004
11,1.0170001
12,1.0850002
13,1.0860001
14,1.0370002
15,1.123
16,1.088
17,1.1260002
18,1.2090001
19,1.1050001
20,1.2190001
21,1.235
22,1.214
23,1.212
24,1.217
25,1.268
26,1.29
27,1.2190001
28,1.2290001
29,1.2830001
30,1.2980001
31,1.3250002
32,1.1880001
33,1.281
34,1.2940001
35,1.414
36,1.3540001
37,1.2920002
38,1.3230001
39,1.3
