pic,p
0,0.0
1,0.026000053
2,0.02366668
3,0.011666715
4,0.0146666765
5,0.01333335
6,0.035999984
7,0.048333377
8,0.018333346
9,0.048333317
10,0.04366663
11,0.024999976
12,0.04099995
13,0.051666647
14,0.028333306
15,0.05366671
16,0.08799997
17,0.051
18,0.022999942
19,0.056000054
