pic,p
0,0.0
1,-0.004333347
2,0.019666672
3,0.008666635
4,0.109666646
5,0.08033338
6,0.116666645
7,0.13933334
8,0.13233328
9,0.1586667
10,0.11900002
11,0.1463334
12,0.14166665
13,0.1503334
14,0.16433328
15,0.13433331
16,0.16266662
17,0.16899991
18,0.16266668
19,0.17133343
