pic,p
0,0.0
1,-0.013999999
2,-0.032000005
3,0.016000003
4,0.036000013
5,0.026000023
6,0.027999997
7,0.03999999
8,-0.016000032
9,0.02000004
10,0.018000007
11,-0.013999999
12,-0.022000015
13,-0.008000016
14,0.032000005
15,0.038000017
16,0.008000016
17,0.0119999945
18,0.026000023
19,0.058000028
