pic,p
0,0.0
1,0.004999995
2,0.074
3,0.13800004
4,0.07099998
5,0.072
6,0.120000005
7,0.10699999
8,0.12100002
9,0.15000004
10,0.11200002
11,0.09800002
12,0.123000026
13,0.11900002
14,0.11199999
15,0.176
16,0.139
17,0.110000014
18,0.12999997
19,0.122999966
