pic,p
0,0.0
1,0.031000018
2,0.021666676
3,0.062333316
4,0.038666666
5,0.044
6,0.07166669
7,0.08699998
8,0.106666714
9,0.11833331
10,0.12533331
11,0.11733335
12,0.17866668
13,0.18066669
14,0.18033335
15,0.14233336
16,0.19033337
17,0.17433333
18,0.17100003
19,0.17300001
