pic,p
0,0.0
1,-0.026000023
2,0.011999965
3,-0.007999986
4,-0.037999988
5,0.027999997
6,0.0119999945
7,0.00999999
8,0.023999989
9,0.050000012
10,0.030000001
11,0.05399999
12,0.0039999783
13,0.018000007
14,0.030000001
15,0.062000006
16,0.023999989
17,0.021999985
18,0.032000005
19,0.00999999
